x1 x2 v a psi kappa t
1.410097 0.691021 1.120000 0.000000 -0.837877 -2.889230 10.187500
1.416787 0.683589 1.120000 0.000000 -0.866769 -2.938200 10.196429
1.423260 0.675967 1.120000 0.000000 -0.896151 -2.987170 10.205357
1.429506 0.668157 1.120000 0.000000 -0.926023 -3.036140 10.214286
1.435516 0.660165 1.120000 0.000000 -0.956384 -3.085110 10.223214
1.441281 0.651994 1.120000 0.000000 -0.987235 -3.134080 10.232143
1.446791 0.643649 1.120000 0.000000 -1.018576 -3.183050 10.241071
1.452037 0.635135 1.120000 0.000000 -1.050407 -3.232020 10.250000
1.457009 0.626459 1.120000 0.000000 -1.082727 -3.280990 10.258929
1.461698 0.617627 1.120000 0.000000 -1.115537 -3.329960 10.267857
1.466095 0.608645 1.120000 0.000000 -1.148836 -3.378930 10.276786
1.470191 0.599522 1.120000 0.000000 -1.182626 -3.427900 10.285714
1.473976 0.590266 1.120000 0.000000 -1.216905 -3.476870 10.294643
1.477441 0.580886 1.120000 0.000000 -1.251673 -3.525840 10.303571
1.480579 0.571391 1.120000 0.000000 -1.286932 -3.574810 10.312500
1.483379 0.561791 1.120000 0.000000 -1.322680 -3.623780 10.321429
1.485835 0.552097 1.120000 0.000000 -1.358918 -3.672750 10.330357
1.487938 0.542321 1.120000 0.000000 -1.395645 -3.721720 10.339286
1.489681 0.532474 1.120000 0.000000 -1.432862 -3.770690 10.348214
1.491056 0.522569 1.120000 0.000000 -1.470569 -3.819660 10.357143
1.492056 0.512619 1.120000 0.000000 -1.508766 -3.868630 10.366071
1.492676 0.502638 1.120000 0.000000 -1.547452 -3.917600 10.375000
1.492909 0.492641 1.120000 0.000000 -1.586628 -3.966570 10.383929
1.492751 0.482642 1.120000 0.000000 -1.626294 -3.917600 10.392857
1.492196 0.472658 1.120000 0.000000 -1.665470 -3.868630 10.401786
1.491251 0.462702 1.120000 0.000000 -1.704156 -3.819660 10.410714
1.489922 0.452791 1.120000 0.000000 -1.742353 -3.770690 10.419643
1.488214 0.442938 1.120000 0.000000 -1.780060 -3.721720 10.428571
1.486137 0.433156 1.120000 0.000000 -1.817277 -3.672750 10.437500
1.483697 0.423458 1.120000 0.000000 -1.854004 -3.623780 10.446429
1.480903 0.413857 1.120000 0.000000 -1.890242 -3.574810 10.455357
1.477762 0.404363 1.120000 0.000000 -1.925990 -3.525840 10.464286
1.474285 0.394987 1.120000 0.000000 -1.961249 -3.476870 10.473214
1.470478 0.385740 1.120000 0.000000 -1.996017 -3.427900 10.482143
1.466353 0.376630 1.120000 0.000000 -2.030296 -3.378930 10.491071
1.461918 0.367667 1.120000 0.000000 -2.064086 -3.329960 10.500000
1.457183 0.358860 1.120000 0.000000 -2.097385 -3.280990 10.508929
1.452157 0.350214 1.120000 0.000000 -2.130195 -3.232020 10.517857
1.446850 0.341739 1.120000 0.000000 -2.162515 -3.183050 10.526786
1.441272 0.333439 1.120000 0.000000 -2.194346 -3.134080 10.535714
1.435433 0.325321 1.120000 0.000000 -2.225687 -3.085110 10.544643
1.429343 0.317389 1.120000 0.000000 -2.256538 -3.036140 10.553571
1.423010 0.309650 1.120000 0.000000 -2.286899 -2.987170 10.562500
1.416446 0.302106 1.120000 0.000000 -2.316771 -2.938200 10.571429
1.409659 0.294762 1.120000 0.000000 -2.346153 -2.889230 10.580357
1.402659 0.287620 1.120000 0.000000 -2.375045 -2.840260 10.589286
1.395456 0.280684 1.120000 0.000000 -2.403448 -2.791290 10.598214
1.388059 0.273955 1.120000 0.000000 -2.431361 -2.742320 10.607143
1.380477 0.267434 1.120000 0.000000 -2.458784 -2.693350 10.616071
1.372719 0.261125 1.120000 0.000000 -2.485717 -2.644380 10.625000
1.364793 0.255026 1.120000 0.000000 -2.512161 -2.595410 10.633929
1.356710 0.249139 1.120000 0.000000 -2.538115 -2.546440 10.642857
1.348476 0.243464 1.120000 0.000000 -2.563580 -2.497470 10.651786
1.340101 0.238001 1.120000 0.000000 -2.588554 -2.448500 10.660714
1.331591 0.232748 1.120000 0.000000 -2.613039 -2.399530 10.669643
1.322956 0.227705 1.120000 0.000000 -2.637035 -2.350560 10.678571
1.314202 0.222871 1.120000 0.000000 -2.660540 -2.301590 10.687500
1.305337 0.218244 1.120000 0.000000 -2.683556 -2.252620 10.696429
1.296368 0.213822 1.120000 0.000000 -2.706082 -2.203650 10.705357
1.287301 0.209603 1.120000 0.000000 -2.728119 -2.154680 10.714286
1.278144 0.205585 1.120000 0.000000 -2.749666 -2.105710 10.723214
1.268902 0.201765 1.120000 0.000000 -2.770723 -2.056740 10.732143
1.259582 0.198141 1.120000 0.000000 -2.791290 -2.007770 10.741071
1.250189 0.194709 1.120000 0.000000 -2.811368 -1.958800 10.750000
1.240730 0.191467 1.120000 0.000000 -2.830956 -1.909830 10.758929
1.231208 0.188410 1.120000 0.000000 -2.850054 -1.860860 10.767857
1.221630 0.185536 1.120000 0.000000 -2.868663 -1.811890 10.776786
1.212000 0.182840 1.120000 0.000000 -2.886782 -1.762920 10.785714
1.202323 0.180320 1.120000 0.000000 -2.904411 -1.713950 10.794643
1.192603 0.177970 1.120000 0.000000 -2.921550 -1.664980 10.803571
1.182844 0.175787 1.120000 0.000000 -2.938200 -1.616010 10.812500
1.173050 0.173767 1.120000 0.000000 -2.954360 -1.567040 10.821429
1.163225 0.171906 1.120000 0.000000 -2.970031 -1.518070 10.830357
1.153372 0.170199 1.120000 0.000000 -2.985211 -1.469100 10.839286
1.143494 0.168641 1.120000 0.000000 -2.999902 -1.420130 10.848214
1.133594 0.167229 1.120000 0.000000 -3.014104 -1.371160 10.857143
1.123675 0.165958 1.120000 0.000000 -3.027815 -1.322190 10.866071
1.113740 0.164822 1.120000 0.000000 -3.041037 -1.273220 10.875000
1.103791 0.163819 1.120000 0.000000 -3.053769 -1.224250 10.883929
1.093829 0.162941 1.120000 0.000000 -3.066012 -1.175280 10.892857
1.083858 0.162186 1.120000 0.000000 -3.077765 -1.126310 10.901786
1.073878 0.161549 1.120000 0.000000 -3.089028 -1.077340 10.910714
1.063892 0.161023 1.120000 0.000000 -3.099801 -1.028370 10.919643
1.053901 0.160605 1.120000 0.000000 -3.110085 -0.979400 10.928571
1.043906 0.160290 1.120000 0.000000 -3.119879 -0.930430 10.937500
1.033908 0.160073 1.120000 0.000000 -3.129183 -0.881460 10.946429
1.023909 0.159949 1.120000 0.000000 -3.137998 -0.832490 10.955357
1.013909 0.159913 1.120000 0.000000 -3.146323 -0.783520 10.964286
1.003909 0.159914 1.120000 0.000000 3.141507 0.000000 10.973214
0.993909 0.159915 1.120000 0.000000 3.141507 0.000000 10.982143
0.983909 0.159916 1.120000 0.000000 3.141507 0.000000 10.991071
0.973909 0.159917 1.120000 0.000000 3.141507 0.000000 11.000000
0.963909 0.159917 1.120000 0.000000 3.141507 0.000000 11.008929
0.953909 0.159918 1.120000 0.000000 3.141507 0.000000 11.017857
0.943909 0.159919 1.120000 0.000000 3.141507 0.000000 11.026786
0.933909 0.159920 1.120000 0.000000 3.141507 0.000000 11.035714
0.923909 0.159921 1.120000 0.000000 3.141507 0.000000 11.044643
0.913909 0.159922 1.120000 0.000000 3.141507 0.000000 11.053571
0.903909 0.159923 1.120000 0.000000 3.141507 0.000000 11.062500
0.893909 0.159923 1.120000 0.000000 3.141507 0.000000 11.071429
0.883909 0.159924 1.120000 0.000000 3.141507 0.000000 11.080357
0.873909 0.159925 1.120000 0.000000 3.141507 0.000000 11.089286
0.863909 0.159926 1.120000 0.000000 3.141507 0.000000 11.098214
0.853909 0.159927 1.120000 0.000000 3.141507 0.000000 11.107143
0.843909 0.159928 1.120000 0.000000 3.141507 0.000000 11.116071
0.833909 0.159929 1.120000 0.000000 3.141507 0.000000 11.125000
0.823909 0.159929 1.120000 0.000000 3.141507 0.000000 11.133929
0.813909 0.159930 1.120000 0.000000 3.141507 0.000000 11.142857
0.803909 0.159931 1.120000 0.000000 3.141507 0.000000 11.151786
0.793909 0.159932 1.120000 0.000000 3.141507 0.000000 11.160714
0.783909 0.159933 1.120000 0.000000 3.141507 0.000000 11.169643
0.773909 0.159934 1.120000 0.000000 3.141507 0.000000 11.178571
0.763909 0.159935 1.120000 0.000000 3.141507 0.000000 11.187500
0.753909 0.159935 1.120000 0.000000 3.141507 0.000000 11.196429
0.743909 0.159936 1.120000 0.000000 3.141507 0.000000 11.205357
0.733909 0.159937 1.120000 0.000000 3.141507 0.000000 11.214286
0.723909 0.159938 1.120000 0.000000 3.141507 0.000000 11.223214
0.713909 0.159939 1.120000 0.000000 3.141507 0.000000 11.232143
0.703909 0.159940 1.120000 0.000000 3.141507 0.000000 11.241071
0.693909 0.159941 1.120000 0.000000 3.141507 0.000000 11.250000
0.683909 0.159941 1.120000 0.000000 3.141507 0.000000 11.258929
0.673909 0.159942 1.120000 0.000000 3.141507 0.000000 11.267857
0.663909 0.159943 1.120000 0.000000 3.141507 0.000000 11.276786
0.653909 0.159944 1.120000 0.000000 3.141507 0.000000 11.285714
0.643909 0.159945 1.120000 0.000000 3.141507 0.000000 11.294643
0.633909 0.159946 1.120000 0.000000 3.141507 0.000000 11.303571
0.623909 0.159947 1.120000 0.000000 3.141507 0.000000 11.312500
0.613909 0.159947 1.120000 0.000000 3.141507 0.000000 11.321429
0.603909 0.159948 1.120000 0.000000 3.141507 0.000000 11.330357
0.593909 0.159949 1.120000 0.000000 3.141507 0.000000 11.339286
0.583909 0.159950 1.120000 0.000000 3.141507 0.000000 11.348214
0.573909 0.159951 1.120000 0.000000 3.141507 0.000000 11.357143
0.563909 0.159952 1.120000 0.000000 3.141507 0.000000 11.366071
0.553909 0.159953 1.120000 0.000000 3.141507 0.000000 11.375000
0.543909 0.159953 1.120000 0.000000 3.141507 0.000000 11.383929
0.533909 0.159954 1.120000 0.000000 3.141507 0.000000 11.392857
0.523909 0.159955 1.120000 0.000000 3.141507 0.000000 11.401786
0.513909 0.159956 1.120000 0.000000 3.141507 0.000000 11.410714
0.503909 0.159957 1.120000 0.000000 3.141507 0.000000 11.419643
0.493909 0.159958 1.120000 0.000000 3.141507 0.000000 11.428571
0.483909 0.159959 1.120000 0.000000 3.141507 0.000000 11.437500
0.473909 0.159959 1.120000 0.000000 3.141507 0.000000 11.446429
0.463909 0.159960 1.120000 0.000000 3.141507 0.000000 11.455357
0.453909 0.159961 1.120000 0.000000 3.141507 0.000000 11.464286
0.443909 0.159962 1.120000 0.000000 3.141507 0.000000 11.473214
0.433909 0.159963 1.120000 0.000000 3.141507 0.000000 11.482143
0.423909 0.159964 1.120000 0.000000 3.141507 0.000000 11.491071
0.413909 0.159965 1.120000 0.000000 3.141507 0.000000 11.500000
0.403909 0.159965 1.120000 0.000000 3.141507 0.000000 11.508929
0.393909 0.159966 1.120000 0.000000 3.141507 0.000000 11.517857
0.383909 0.159967 1.120000 0.000000 3.141507 0.000000 11.526786
0.373909 0.159968 1.120000 0.000000 3.141507 0.000000 11.535714
0.363909 0.159969 1.120000 0.000000 3.141507 0.000000 11.544643
0.353909 0.159970 1.120000 0.000000 3.141507 0.000000 11.553571
0.343909 0.159971 1.120000 0.000000 3.141507 0.000000 11.562500
0.333909 0.159971 1.120000 0.000000 3.141507 0.000000 11.571429
0.323909 0.159972 1.120000 0.000000 3.141507 0.000000 11.580357
0.313909 0.159973 1.120000 0.000000 3.141507 0.000000 11.589286
0.303909 0.159974 1.120000 0.000000 3.141507 0.000000 11.598214
0.293909 0.159975 1.120000 0.000000 3.141507 0.000000 11.607143
0.283909 0.159976 1.120000 0.000000 3.141507 0.000000 11.616071
0.273909 0.159977 1.120000 0.000000 3.141507 0.000000 11.625000
0.263909 0.159977 1.120000 0.000000 3.141507 0.000000 11.633929
0.253909 0.159978 1.120000 0.000000 3.141507 0.000000 11.642857
0.243909 0.159979 1.120000 0.000000 3.141507 0.000000 11.651786
0.233909 0.159980 1.120000 0.000000 3.141507 0.000000 11.660714
0.223909 0.159981 1.120000 0.000000 3.141507 0.000000 11.669643
0.213909 0.159982 1.120000 0.000000 3.141507 0.000000 11.678571
0.203909 0.159983 1.120000 0.000000 3.141507 0.000000 11.687500
0.193909 0.159983 1.120000 0.000000 3.141507 0.000000 11.696429
0.183909 0.159984 1.120000 0.000000 3.141507 0.000000 11.705357
0.173909 0.159985 1.120000 0.000000 3.141507 0.000000 11.714286
0.163909 0.159986 1.120000 0.000000 3.141507 0.000000 11.723214
0.153909 0.159987 1.120000 0.000000 3.141507 0.000000 11.732143
0.143909 0.159988 1.120000 0.000000 3.141507 0.000000 11.741071
0.133909 0.159989 1.120000 0.000000 3.141507 0.000000 11.750000
0.123909 0.159989 1.120000 0.000000 3.141507 0.000000 11.758929
0.113909 0.159990 1.120000 0.000000 3.141507 0.000000 11.767857
0.103909 0.159991 1.120000 0.000000 3.141507 0.000000 11.776786
0.093909 0.159992 1.120000 0.000000 3.141507 0.000000 11.785714
0.083909 0.159993 1.120000 0.000000 3.141507 0.000000 11.794643
0.073909 0.159994 1.120000 0.000000 3.141507 0.000000 11.803571
0.063909 0.159995 1.120000 0.000000 3.141507 0.000000 11.812500
0.053909 0.159995 1.120000 0.000000 3.141507 0.000000 11.821429
0.043909 0.159996 1.120000 0.000000 3.141507 0.000000 11.830357
0.033909 0.159997 1.120000 0.000000 3.141507 0.000000 11.839286
0.023909 0.159998 1.120000 0.000000 3.141507 0.000000 11.848214
0.013909 0.159999 1.120000 0.000000 3.141507 0.000000 11.857143
0.003909 0.160000 1.120000 0.000000 3.141507 0.000000 11.866071
